,degree,degree_centrality,closeness,betweenness,clustering,eigenvector,pagerank,average_neighbor_degree,graph_labels,average_rating,ratings_count,text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
2501,2067,0.2104459376908979,0.5586712928729879,7.867096278194571e-05,0.4289121777660381,0.013157479101828,0.0001601003113779,2276.214320270924,0,4.02,43626,1172,203,1892,12008,19757,17419
2271,2103,0.2141111789859499,0.5598176118552294,8.214783252485675e-05,0.4289644669637367,0.0133287003481961,0.0001628526629418,2261.5420827389444,0,4.26,46370,1047,59,644,7988,21680,23286
2718,1779,0.1811240073304826,0.5496670210979909,5.435039853811633e-05,0.4603551874734039,0.0115209936446039,0.0001422832103379,2334.77065767285,0,4.24,40138,969,101,726,7320,18629,20330
2452,2112,0.2150274893097128,0.5601049270072993,7.583945768066457e-05,0.436584880065458,0.0135635794836507,0.0001671727554839,2295.200284090909,0,3.88,44710,1275,282,2577,14505,20281,14429
2658,1984,0.2019955202606393,0.556046195652174,6.875494084443017e-05,0.4421321149122379,0.0127254386708069,0.0001563984789715,2292.8185483870966,0,3.91,42892,1041,339,2464,13318,18963,14963
3000,1706,0.1736917124821828,0.5474306097425036,4.746499908610477e-05,0.4679313652349994,0.0110509678653989,0.0001330049929758,2334.0175849941384,0,4.11,35961,937,121,1102,8701,16963,15783
2611,1870,0.1903889228263083,0.5524805939925751,5.387689332575266e-05,0.4636801400846345,0.012355335923903,0.0001381400375174,2385.9754010695187,1,4.29,43460,1400,232,960,6673,17623,23685
3359,1531,0.1558745672979026,0.5421427388640503,3.4524276651698075e-05,0.4931400297981156,0.0103299027614438,0.0001154296248117,2445.134552580013,0,4.06,34094,913,99,1071,8913,16295,13682
3547,1778,0.1810221950722867,0.5497593193775887,5.388793644151664e-05,0.4591477275244927,0.0117321280485537,0.0001278451564822,2396.636107986502,1,4.22,33917,1294,140,885,6171,15104,17004
2936,1694,0.1724699653838322,0.547064720953548,4.47380291395574e-05,0.4764294396469664,0.011207271937435,0.0001302240514062,2393.2951593860685,0,3.72,37938,1207,340,3278,14872,15802,10066
4565,1445,0.1471187130930564,0.5395813876833488,3.061687681946034e-05,0.4974254521753299,0.0098229861511737,9.8724476944037e-05,2473.058131487889,0,4.04,24279,1145,182,1080,6461,11448,10292
4925,1175,0.1196294033801669,0.5316949060791425,2.3312633180011254e-05,0.5103048316357969,0.0081499003960811,6.569813768620634e-05,2556.9489361702126,1,4.05,22466,2441,365,1225,5215,9721,10062
3942,1188,0.1209529627367134,0.532184655396619,1.88857648899904e-05,0.5422407166299331,0.0083175656861702,7.179012185036236e-05,2578.456228956229,0,4.16,23170,386,251,720,3961,9097,9983
3995,1224,0.1246182040317654,0.5331089882761615,2.413958788440088e-05,0.510121901036239,0.0084329295583411,6.99075174049376e-05,2540.210784313725,0,4.22,22932,257,270,640,3534,8400,10703
8214,774,0.0788026878436163,0.520398431704991,6.896071883051796e-06,0.6034410715658647,0.005680773810791,4.540407259092559e-05,2768.56330749354,0,4.1,12625,270,167,432,2503,5293,5261
2504,1399,0.1424353492160456,0.5383392710331598,3.101550381632743e-05,0.5014822563838262,0.0095296594440729,8.119330884765008e-05,2490.059328091494,1,4.16,40866,792,652,1471,6658,15444,18229
7103,946,0.0963143962533089,0.5251844722489574,1.096201534358384e-05,0.5830620714341644,0.0073861982953047,4.997307462956237e-05,2928.3023255813955,0,4.04,14086,986,146,656,3345,6185,5739
6669,681,0.0693341478313988,0.5177921872528863,4.812857849139484e-06,0.6306426535371858,0.0052482106307143,3.843269983216725e-05,2928.6813509544786,0,3.99,14397,496,430,901,3253,4987,6163
994,2905,0.2957646100590511,0.5867734034291177,0.0001748012006853,0.3849191334404916,0.0184416928168655,0.000188828489667,2233.192771084337,0,4.31,64779,2770,693,1999,13232,32737,49590
2555,1576,0.1604561189167175,0.5434926958831341,3.601174403812305e-05,0.5002747562646039,0.0113427449981952,8.14358417918366e-05,2629.306472081218,1,4.18,43332,5809,437,1577,7155,18225,20372
9290,791,0.0805334962329464,0.5205915089839402,7.104331066290518e-06,0.6177599257469315,0.0058056186737027,4.754278030432482e-05,2756.433628318584,0,3.21,11065,641,1354,2085,3179,2769,2216
1056,2249,0.2289757686825493,0.5646450129347513,0.0001001570882328,0.4238020377581811,0.0145333915969408,0.0001547346277548,2311.048021342819,1,3.86,82535,3545,1709,6009,22592,28960,27567
6846,674,0.0686214620240276,0.5174920969441518,4.267684637818295e-06,0.6539565522197874,0.0050281230879098,4.184573769534388e-05,2818.700296735905,0,4.2,14144,261,154,400,2223,5308,6375
1950,1489,0.1515984524536754,0.5408888154634066,3.58158132095751e-05,0.5073721628862555,0.0102678470482957,9.209126164258575e-05,2524.33243787777,1,4.11,48485,618,1015,1893,8616,16450,21083
9203,370,0.0376705355324781,0.5092549385596515,1.128001190577593e-06,0.7346810224859005,0.0030240612740382,2.7465543135672826e-05,3194.856756756757,0,4.11,9269,91,123,465,1842,2701,4166
588,3150,0.3207086133170433,0.5954892688250273,0.0002719736259575,0.3270553010025858,0.0181406212425723,0.0002303048453377,2030.0114285714285,1,4.09,142168,1010,1623,4638,27003,57766,54776
1963,1666,0.1696192221543473,0.5463344087217711,5.720876818915199e-05,0.4303559261542455,0.0107038375762745,9.449656370865184e-05,2341.2827130852343,1,4.04,47682,785,519,2005,10269,19585,17941
3709,1286,0.1309305640399104,0.5350256019174202,2.982126305652892e-05,0.4793447543433928,0.0088239774089246,6.719206622760642e-05,2553.9898911353034,0,3.86,23352,464,547,1340,6190,9529,7021
4561,1215,0.1237018937080024,0.532848695274779,1.750766847649431e-05,0.5678998786448906,0.0092697111863368,6.322837028198403e-05,2815.98024691358,0,3.64,20921,2636,1006,2225,5792,8425,5172
8152,704,0.0716758297699042,0.5184755067567568,5.948302162781357e-06,0.6220378572352256,0.0056166842632845,3.895722021125892e-05,3037.240056818182,0,3.94,9349,252,237,666,2407,3428,3800
9936,612,0.0623091020158827,0.5158613445378152,3.130597084956863e-06,0.6786688488816148,0.0052151873335827,3.481296330583528e-05,3264.8611111111118,0,3.88,8239,395,268,675,2101,3042,3181
1272,2865,0.2916921197312156,0.5853745753620597,0.0001776876570003,0.3733179287685123,0.0178126109670892,0.0001787198514789,2175.333682373473,1,3.86,79117,4230,1519,5028,21237,32009,24339
2340,1739,0.1770515170026471,0.5485618542306618,5.901214630844825e-05,0.4577383004530863,0.0118540402732026,0.0001045020689102,2494.671650373778,0,3.37,39710,1590,4183,6983,11189,8999,11012
9852,828,0.0843005497861942,0.5220025510204082,1.147212224033387e-05,0.5164613380532628,0.0055153337038018,4.708608219980972e-05,2463.0072463768115,0,3.82,9934,153,80,505,3172,4342,2533
4131,1401,0.1426389737324374,0.5383982897549745,2.3816008321641435e-05,0.5385112674620169,0.0104561209676195,7.584781386032162e-05,2757.9493219129195,0,4.14,23899,1478,153,585,4333,12355,9724
269,2682,0.2730604764813683,0.5790590732224974,0.0002100935710348,0.3517330367173534,0.0160428842486664,0.0001841672753932,2140.7136465324384,1,4.01,262921,7069,7027,16336,56951,90089,113010
5090,1189,0.1210547749949093,0.532098163497481,1.6146422611948726e-05,0.57959182517635,0.0091589690801421,6.590802433929273e-05,2854.506307821699,1,3.72,21548,2423,443,1799,6746,9163,5159
6917,786,0.080024434941967,0.5206743002544529,4.70887054209136e-06,0.6756681415212071,0.0063668368235154,4.333071012711935e-05,3019.9478371501277,0,3.29,10712,1573,787,1824,3822,3748,1553
1338,2082,0.2119731215638362,0.5592757089169799,8.389916414481465e-05,0.4252947739508595,0.0137024282924335,0.000142594533052,2373.8184438040344,1,4.37,63530,5349,6989,2468,2246,1749,52708
4868,688,0.0700468336387701,0.5180379746835443,4.926685057124742e-06,0.6218687586743847,0.0054246407787573,3.886888497836711e-05,3009.654069767442,0,4.63,17179,1066,354,241,926,2909,14280
2144,1094,0.1113826104663001,0.5292596184933721,1.4668717486633376e-05,0.5757412552206078,0.0083743936805315,5.863726738399996e-05,2843.436928702011,1,4.23,39073,1421,349,1145,6297,15869,19697
786,2786,0.2836489513337406,0.5826313916241547,0.0002048132849828,0.3540451681335634,0.0166888536239675,0.0002198794030152,2114.772792534099,1,4.33,111779,1281,1209,2879,15625,32073,63204
3077,1434,0.1459987782529016,0.5393739703459638,3.4476653019890386e-05,0.4958728360492515,0.0100306245242231,8.19093442189698e-05,2558.63249651325,0,3.93,37299,713,706,2618,9315,13212,13818
8504,520,0.0529423742618611,0.5134343962362781,1.987549971588239e-06,0.706469542018675,0.0044172993056366,3.228040125331533e-05,3273.175,0,3.84,11418,346,267,933,3393,4804,3940
9123,206,0.0209733251883526,0.5048314144736842,1.1713113297853876e-07,0.8807482832109874,0.0020342277541726,2.077759236516164e-05,3975.893203883495,0,4.47,9424,122,59,155,911,2667,5946
6963,665,0.0677051517002647,0.5174103144919138,5.354006041749453e-06,0.6194718724522149,0.0052189561477786,3.9522689145582375e-05,3005.288721804511,0,4.51,12951,818,164,220,1010,3223,8731
6006,642,0.0653634697617593,0.5168657580382044,6.320317666061635e-06,0.5921141518557939,0.0045824022508814,4.063717150724151e-05,2712.7694704049845,0,4.24,15912,218,226,602,2734,4341,8543
6889,716,0.0728975768682549,0.5189137785291631,4.621200431199813e-06,0.662175254912685,0.0059216630775272,3.823314749848356e-05,3137.656424581005,0,3.89,13228,780,256,896,3615,5657,4543
2334,1914,0.1948686621869273,0.5538513589714672,6.670079475494884e-05,0.4501297562025431,0.0130671781265537,0.0001078146910243,2472.438349007314,1,4.27,45373,8419,921,2043,7529,17577,30331
1161,2673,0.2721441661576054,0.578751988686583,0.0001400271367466,0.4003645346792386,0.0169868943854178,0.000193818157526,2223.665170220726,1,4.02,81598,3926,851,3520,18946,35153,30071
3131,1396,0.1421299124414579,0.5382507672073652,3.0481053862312063e-05,0.5211130624107794,0.0101519326795594,7.306707824949268e-05,2662.250716332378,1,3.99,32129,2315,497,1721,7744,14808,12353
458,4444,0.4524536754225208,0.6461842105263158,0.0005693356808029,0.2826013188759794,0.0243175886124947,0.0004476902854175,1867.9363186318635,1,4.02,160466,24215,4039,8449,33537,77755,65600
2819,1918,0.1952759112197108,0.5541013200947761,7.780820164596338e-05,0.4334822125507845,0.0125843238242268,0.0001085507205479,2394.889989572471,1,3.86,38956,5228,1858,3290,8313,13855,14583
5769,1121,0.114131541437589,0.5302596771581277,2.2712354910194856e-05,0.5085367019243022,0.0079668660196739,5.803813436680836e-05,2688.5611061552186,0,4.1,18636,1999,293,811,3389,7688,8000
7121,953,0.0970270820606801,0.525493553046921,1.5999162885746832e-05,0.5239425255936583,0.0068289411918911,4.9463735368783984e-05,2721.4407135362017,0,4.11,14819,1621,234,712,2803,6256,6802
7906,1013,0.1031358175524333,0.5270727126375101,1.274971366047841e-05,0.5647823355664894,0.007456116669645,5.321819333227071e-05,2729.3158933859822,0,4.38,14629,509,35,231,1939,5251,8648
7379,380,0.0386886581144369,0.5097571102345858,9.39100599713686e-07,0.7365643660602694,0.0033718202309555,2.6647429326630895e-05,3507.9210526315787,0,3.78,12378,1354,189,882,3938,5557,3218
8716,976,0.0993687639991855,0.5260282776349614,8.824831210398343e-06,0.6151492223623372,0.0075061170262941,5.212577268484278e-05,2824.4282786885246,0,3.72,10430,1012,127,773,3937,5547,2326
3482,736,0.0749338220321726,0.5191331923890063,6.065302431183297e-06,0.6301057379473528,0.0056460958079404,4.0997637352387095e-05,2863.5203804347825,1,3.97,25043,1272,664,1843,6426,11624,11084
4602,1229,0.1251272653227448,0.5333695357045887,2.0486750532416943e-05,0.5491872579862869,0.0089236204964059,6.7564864386145e-05,2650.3645240032547,0,3.76,18947,1684,656,2197,6541,8632,6831
9025,681,0.0693341478313988,0.5179560196171492,3.867248573683511e-06,0.6656430854280038,0.0057322511538556,3.775738252298812e-05,3227.734214390602,0,3.54,11184,1025,338,1340,4228,4590,2109
3459,1122,0.1142333536957849,0.5302883057985098,2.0571991930425517e-05,0.5277739349733892,0.0082838523612077,5.700015974773692e-05,2750.791443850268,1,4.07,28428,1066,521,1522,6535,12206,13612
3449,1483,0.1509875789045001,0.540710156895128,4.308287935746567e-05,0.4580440675837631,0.0097707625271195,8.807838157925759e-05,2419.347943358058,0,4.3,25200,1081,230,560,3393,9793,13402
1267,2081,0.2118713093056404,0.5592438649433468,9.47585198346043e-05,0.3979156655454108,0.0126913795082128,0.0001471405155774,2217.6602594906294,0,4.16,86963,1786,247,1811,17809,36430,37115
3945,1135,0.1155569130523315,0.53066075963045,2.0372799708108668e-05,0.524182458103163,0.0079089504818919,6.471893665037782e-05,2602.3251101321584,1,4.06,24438,663,214,728,5604,11006,9176
5588,802,0.0816534310731012,0.5212822418002335,9.48897529730138e-06,0.5695561346322084,0.0058142729457639,5.012985935991062e-05,2773.84289276808,0,3.91,22383,529,111,727,6844,9542,6533
2920,1472,0.1498676440643453,0.5405018710103456,4.823632900837785e-05,0.4411659843939349,0.0094200361233742,8.594963881379522e-05,2360.9633152173915,0,4.31,28647,1570,155,519,4006,13209,15846
207,4872,0.4960293219303604,0.6649065800162469,0.0008527441859629,0.2528731418377388,0.0252512303602999,0.0004928735398527,1779.4618226600985,1,4.03,391007,13050,9176,19657,80319,133454,160709
1181,2256,0.2296884544899206,0.564872325741891,0.0001112922869392,0.3911980468934283,0.0138074713102674,0.0001587676972912,2216.196365248227,0,4.17,92737,2225,234,1715,18880,40111,40222
996,2589,0.2635919364691508,0.5759014951627088,0.0001678539308212,0.3604176628859585,0.015267093810538,0.0001920501531436,2117.2611046736192,1,4.14,113400,2912,332,2257,23249,47014,45453
1067,2433,0.2477092241905925,0.5706815408750218,0.0001431538850949,0.3714485717221537,0.014532732388004,0.0001770155996718,2152.792437320181,1,4.17,106871,2527,286,1886,20825,44410,44226
3470,1451,0.1477295866422317,0.5398779750453471,4.23586234915909e-05,0.4573179020413983,0.0095543177361907,8.255155145459446e-05,2433.216402481048,0,4.26,24598,820,122,472,3994,11317,12869
1811,1980,0.2015882712278558,0.556046195652174,8.113846098559003e-05,0.4211763925255588,0.0126735700466398,0.0001206941458768,2335.482323232324,1,3.68,62726,1565,1997,7022,19528,18169,18438
1606,1897,0.1931378537975972,0.5534456527863865,7.214691175990896e-05,0.4169369134921005,0.0118101566775707,0.0001278422928894,2273.7891407485504,1,4.13,76052,1809,231,1800,16072,31940,30852
1390,2130,0.2168601099572388,0.5608084960602946,9.807821912481318e-05,0.3928371229411855,0.0129293546772354,0.0001474455918907,2203.241784037559,1,4.15,84363,1747,274,1975,17144,34202,35258
912,2773,0.282325391977194,0.5821824432458064,0.0001987376256379,0.3468716842319438,0.0161228212307187,0.0002069610249164,2076.8117562206994,1,4.11,116171,4045,458,3089,25824,51020,47157
1151,2361,0.2403787416004887,0.5683041138691199,0.0001274868898661,0.3796786050151113,0.0142988983305091,0.000167283703765,2187.8966539601865,1,4.18,99329,2085,261,1761,18757,40597,41828
1226,2107,0.2145184280187334,0.5600729885385186,9.374197599803856e-05,0.4026221102633063,0.0130485448240607,0.000146664442982,2253.156146179402,1,4.15,94506,1833,243,1819,19146,38698,38800
1232,2104,0.2142129912441458,0.5599771949828962,9.386523800413997e-05,0.4005282151697105,0.0129334389883082,0.0001531337352151,2238.840304182509,1,4.17,93057,1871,252,1930,18305,37742,39221
1694,2029,0.2065770718794543,0.5575929605449901,8.766816962460698e-05,0.4014370522881725,0.012418429879991,0.0001342781763259,2222.315919172006,0,4.08,73839,2214,309,2120,16987,30069,28335
3367,1249,0.1271635104866626,0.5338333605087233,2.641722328493949e-05,0.5011432222701238,0.0086074114569713,7.404500749744718e-05,2580.5580464371496,1,4.06,27904,1345,339,1212,6151,12376,11351
7463,841,0.0856241091427407,0.5222523528473441,1.183246387856619e-05,0.5356718192627824,0.005707092683957,5.03949397395817e-05,2560.4518430439957,0,3.82,13377,618,154,771,4301,6283,3604
4040,1258,0.1280798208104255,0.5342108125747852,2.831793294859388e-05,0.4834990824040381,0.0083449178017215,7.781573360070827e-05,2461.89586645469,0,4.03,23615,567,172,639,5452,10706,8115
3167,1228,0.1250254530645489,0.5332247557003257,2.651433411333271e-05,0.4912792781312966,0.0082846779887116,6.979047806348606e-05,2500.1017915309444,0,4.33,28205,654,100,432,3846,11419,15133
2835,1579,0.1607615556913052,0.5435829320936411,5.259648398631484e-05,0.4376203513959759,0.0101168326979081,9.545470937202996e-05,2348.272957568081,0,4.32,30081,709,127,462,4008,12628,15961
3515,1263,0.128588882101405,0.5343561286110657,2.7103731184999088e-05,0.4817222596564666,0.0082016592452492,7.588291568253502e-05,2420.091053048298,0,3.72,39872,1650,658,3789,13177,12795,11204
8763,480,0.0488698839340256,0.5125234815278648,2.1395028144160256e-06,0.6615692414752957,0.0035461466414764,3.417155972238847e-05,2853.2458333333334,0,3.7,14923,319,261,1407,5010,4769,3986
4159,965,0.0982488291590307,0.5258311472776915,1.2762341873944169e-05,0.5422290542428998,0.0066219221984353,5.907889034341565e-05,2596.0580310880828,0,3.77,32890,2097,566,3027,10847,11786,10338
1048,2412,0.2455711667684789,0.5699860724233984,0.0001168132208503,0.4092825654665976,0.0154112474369056,0.0001692680524728,2247.9017412935323,0,4.07,45382,1416,901,2793,16760,35370,31130
3076,1813,0.1845856241091427,0.5508384274577982,4.893718292573601e-05,0.4863982106176997,0.0127537607229021,0.0001064528573353,2532.1748483177053,1,3.85,34897,1237,826,2384,9452,15018,11063
4512,1106,0.1126043575646507,0.529716319706612,2.3967959327750654e-05,0.4843003608454092,0.007106099943486,6.73005601498704e-05,2415.227848101266,0,3.89,22171,1424,238,1183,6623,11069,6908
8732,206,0.0209733251883526,0.504961184514935,2.1244200498403685e-07,0.8326781908595785,0.0017505515290775,2.1165682082125567e-05,3321.650485436893,0,4.1,9714,297,224,499,1766,2910,4434
7241,642,0.0653634697617593,0.5168929586359331,4.677846411804341e-06,0.5957834575065245,0.0046008535267393,4.013510933724189e-05,2718.697819314642,0,3.63,17813,623,454,1954,6120,5463,4542
6696,1145,0.1165750356342903,0.5308328379181755,2.232393243613756e-05,0.5078480471493572,0.0077603247034822,6.486725165197033e-05,2512.4340611353714,0,3.94,14838,2030,268,956,3917,6728,5612
2784,1396,0.1421299124414579,0.5381328073635766,3.6683412269444265e-05,0.4791447145453985,0.0096753245324046,7.600536789450192e-05,2558.512893982808,1,3.77,28943,2557,1293,1906,7652,12627,8188
2057,2364,0.2406841783750763,0.5684027777777778,0.0001315776290053,0.3793805803371635,0.0145463848380455,0.0001368219933975,2203.6903553299494,1,3.77,38391,5422,599,2999,15458,22108,11110
504,2256,0.2296884544899206,0.564872325741891,0.0001051975843377,0.4145154188485792,0.0146112414806735,0.0001623497637234,2329.936613475177,1,4.48,157506,9147,2949,4277,13328,33009,110074
260,3173,0.3230502952555488,0.5963208062655576,0.000265958783543,0.3403947398228034,0.0189149013220549,0.000217744655927,2087.504569807753,1,4.13,282623,7909,6734,13880,50529,94743,139551
4717,382,0.0388922826308287,0.5098100280286515,9.864236759580726e-07,0.7459290101826277,0.0033303029866959,2.6833559379879336e-05,3422.1884816753927,0,4.13,20379,774,259,890,3949,6976,9347
8661,220,0.022398696803095,0.5054549197200494,2.449568960201915e-07,0.8017434620174346,0.0017358360735637,2.1572339871599224e-05,3066.1,0,3.92,8727,948,326,642,1936,2841,3469
2636,1334,0.1358175524333129,0.5364281813216821,2.713061253730953e-05,0.5254855692933729,0.0097909062590427,6.794679225235591e-05,2704.503748125937,1,4.19,34460,4490,902,1097,4683,13978,16784
6231,718,0.0731012013846467,0.5188589540412044,7.078573395502923e-06,0.5547720889033927,0.00495136952176,4.001091679361159e-05,2537.192200557103,0,4.08,13706,1813,263,546,2623,6243,5763
2788,1555,0.1583180614946039,0.5428618802851932,4.143897118667809e-05,0.4674479716280359,0.0103437159594627,8.32746606024357e-05,2390.942765273312,1,4.16,35786,4425,984,1232,5673,15914,17666
8576,674,0.0686214620240276,0.5176557394329082,5.5678950096264136e-06,0.6030617148954369,0.0051005975456137,3.9083785411884135e-05,2874.977744807122,0,4.08,9794,1174,164,344,1903,4598,3910
1112,2804,0.2854815719812665,0.5832541567695962,0.0001795971241959,0.3745019474243766,0.0174417974257053,0.0001901805001055,2191.194365192582,1,4.21,97049,2357,1120,2561,16940,34814,46807
3904,1618,0.1647322337609448,0.5448796183290802,3.917055821868192e-05,0.4970236661919515,0.0116325849922656,8.521607624847348e-05,2627.635352286774,0,4.05,36641,814,249,1593,8660,13635,14432
5387,990,0.1007941356139279,0.5264229820988316,1.422487600952894e-05,0.5783170430288732,0.0073994980094792,5.798208504779022e-05,2784.3747474747474,1,4.22,17170,491,236,621,2870,5847,8806
1235,1875,0.1908979841172877,0.5527604254600709,7.521470629936817e-05,0.4387546069014585,0.0121319928395487,0.0001134328410304,2316.2053333333333,1,4.35,76440,1833,1403,2044,8926,22885,45764
6157,463,0.0471390755446955,0.5118024073784586,1.6525761080654145e-06,0.7370807737978364,0.0038976422070923,2.9881287436616406e-05,3227.380129589633,1,3.81,13100,870,392,1020,3704,5604,4120
1371,1737,0.1768478924862553,0.5483780916755067,5.155128530438119e-05,0.475454926524624,0.0118560963586227,0.0001005513498512,2451.236614853195,1,4.1,61496,3748,820,2378,11522,27465,25808
6937,308,0.0313581755243331,0.5076493694438702,6.01939818886218e-07,0.7589788062100765,0.0025299787447503,2.404189438381594e-05,3122.003246753247,1,4.18,11838,1192,88,483,2327,6020,6284
1615,1052,0.1071064956220729,0.5282917383820999,1.5820830153641678e-05,0.5574032335671621,0.0080113725866949,5.615068607366175e-05,2850.661596958175,1,4.18,47185,4781,653,1512,7611,20869,22056
8947,624,0.0635308491142333,0.5162952060555088,3.569214367022934e-06,0.6495555006790962,0.0050388626839093,3.497493550947828e-05,3050.50641025641,0,4.05,8106,940,225,535,1841,3079,4124
2875,1349,0.1373447363062512,0.5367506421115908,2.2778278709812768e-05,0.5437503986907546,0.0098287326320126,6.971147334018454e-05,2643.587842846553,1,4.11,33028,2567,587,1726,6508,13571,16123
8115,633,0.0644471594379963,0.5165124106015987,3.214395095280884e-06,0.7018717379566861,0.0053359278511952,3.773818427065987e-05,3206.617693522907,0,3.9,9228,773,163,660,2947,5075,3539
9726,697,0.070963143962533,0.5182839955675163,5.764746391874911e-06,0.6260409967182836,0.0052139030774202,3.860893335115639e-05,2746.7503586800576,1,3.62,9280,1256,478,1154,2408,3217,2487
7397,835,0.0850132355935654,0.5220857917397544,7.509292111094122e-06,0.618624621261075,0.0061369495615291,4.71640873398289e-05,2677.8502994011974,0,3.76,11023,1836,255,886,3520,5287,2986
2295,1602,0.1631032376298106,0.5442757397761276,4.3899024779093546e-05,0.4736139475873771,0.0107690464529422,8.883626587426061e-05,2408.8651685393256,1,3.95,38151,1892,770,1872,9381,16959,13233
4116,1633,0.1662594176338831,0.5452123230641133,4.482225157638735e-05,0.4843560510548371,0.0110653615647596,9.452604467036524e-05,2432.148805878751,1,3.81,20778,3185,667,1788,5615,9612,6642
1524,2478,0.2522907758094074,0.5721775602936037,0.0001228454731164,0.4021198415250816,0.0155848413865973,0.0001714626793721,2209.727199354318,1,3.99,80737,13146,1429,4680,21299,44927,33435
7359,978,0.0995723885155772,0.5261973641915783,9.600937683307809e-06,0.619098153229807,0.0075707475866819,5.502150254305901e-05,2874.830265848671,1,3.6,17311,2590,376,1885,6749,8096,3397
3387,1728,0.1759315821624923,0.5481026785714286,4.431439044039166e-05,0.4915563544146347,0.0122019662436043,9.458414897258152e-05,2544.912037037037,1,3.99,28050,1538,362,1389,6734,12292,10220
7205,684,0.0696395846059865,0.5177921872528863,4.356930260586316e-06,0.6559083164230733,0.0053772292617238,3.8281604823453726e-05,2942.1695906432747,0,3.88,11445,1274,222,786,2822,4500,3604
9854,922,0.0938709020566076,0.5245113745594361,9.613415086981354e-06,0.5825484418756374,0.0067765786898136,4.738511687861652e-05,2700.267895878525,0,3.39,8216,1241,313,1215,3632,3286,1175
1601,1292,0.1315414375890857,0.535083896273698,2.5797799637914424e-05,0.5273385884175513,0.0093438944198145,7.19454825687856e-05,2657.082817337461,1,3.98,47661,1546,972,2454,11475,19883,18357
1282,2020,0.2056607615556913,0.5573082160689968,7.303490991282124e-05,0.4498948111750254,0.0136095814684219,0.0001248395897351,2414.6544554455445,1,3.68,64278,5322,926,5833,24947,30379,14607
5150,1069,0.1088373040114029,0.5287752355316285,1.8908658341338024e-05,0.5423494252390312,0.0078751347408136,5.4962486567672736e-05,2740.1683816651075,0,3.81,15635,1348,241,1057,4746,8145,4161
5556,1246,0.1268580737120749,0.5337463319204434,1.760112420413552e-05,0.567390589645903,0.0091768952814256,6.916938461454269e-05,2675.5794542536114,0,3.49,16558,1882,937,2471,5705,6140,3746
2290,1955,0.1990429647729586,0.5552603312793262,5.896993771822462e-05,0.4675165638325999,0.0134685958578561,0.0001171624167912,2468.878260869565,1,4.18,43238,5125,481,1554,7200,18429,20316
7339,690,0.0702504581551618,0.5180652988026795,4.974783384265495e-06,0.647277087145832,0.0050850608312584,4.145049874462679e-05,2681.4811594202897,1,3.94,13310,1690,213,714,3168,5520,4394
3296,1631,0.1660557931174913,0.5451518010767609,4.040373177766473e-05,0.4898015068477692,0.011137360062739,9.376718249113518e-05,2439.4733292458614,1,3.45,23614,4523,1309,3631,8810,9886,4561
4100,1431,0.1456933414783139,0.5392851260088948,2.4912904179573435e-05,0.5519070726617896,0.0104265863884045,8.258414186870485e-05,2645.443046820405,1,3.37,21665,4305,1520,3882,7998,7217,4518
4704,992,0.1009977601303196,0.5264794168096055,1.1989600511114484e-05,0.5744075713681195,0.0074774472946068,5.013999513971427e-05,2789.433467741936,1,3.94,19537,2247,580,1359,4448,8189,7520
7623,433,0.0440847077988189,0.5111099547275849,8.109978419184561e-07,0.7842036609357625,0.0036934845708145,2.89149047311753e-05,3208.025404157044,1,4.09,10666,599,144,378,2157,4449,4425
6405,1098,0.1117898594990836,0.5294878706199461,1.5251948631927352e-05,0.564956920098364,0.0082474520936143,5.876503866481516e-05,2782.1639344262294,0,4.07,14365,585,180,544,2814,6285,5526
2953,1815,0.1847892486255345,0.5507766500308418,4.717220507267648e-05,0.4913525350730923,0.0124075745497046,0.0001122596809015,2434.5608815427,1,3.44,29946,4362,1893,4351,9933,11361,5794
6413,711,0.0723885155772755,0.5186671595289645,5.221474605510293e-06,0.6186961431033459,0.0053165828109763,3.825912356116419e-05,2751.0928270042195,1,3.97,13851,2608,367,979,3060,5898,5587
1990,2003,0.2039299531663612,0.5567711580976135,6.314525012013433e-05,0.457208293453925,0.012941463930044,0.0001541266353854,2297.3589615576634,1,3.98,41647,5650,704,2697,10330,19670,16937
1307,1968,0.2003665241295052,0.5556687033265445,6.62703968536133e-05,0.4568236677537085,0.013207060798268,0.0001212451305251,2387.567581300813,1,3.73,70446,7362,3890,7041,18498,26706,22893
5453,864,0.0879657910812461,0.5230031948881789,1.036625201978102e-05,0.570697073086992,0.0064108404014065,4.766128503503985e-05,2776.1261574074074,0,4.09,13643,1161,407,702,2989,6280,7132
3603,1452,0.1478313989004276,0.5397889646076061,2.839800691998606e-05,0.5141860937550431,0.0104834977589526,7.279915417776305e-05,2630.504132231405,1,4.02,23778,2701,282,1164,5714,11489,9585
7277,577,0.0587456729790266,0.5151038388923852,2.9833565907442086e-06,0.6793821009050645,0.0045639003468675,3.336472058812675e-05,2939.3986135181976,0,3.84,10576,711,354,951,3339,4865,4164
3570,1150,0.1170840969252698,0.530976321764515,1.736571709910024e-05,0.5464335717258864,0.008455185011519,5.917441916983487e-05,2701.615652173913,1,3.86,25752,2126,547,1573,6686,10958,7699
4563,1715,0.1746080228059458,0.5478275419711083,4.547276537773869e-05,0.4788451136413892,0.0113852251190835,0.0001118574206769,2387.264139941691,1,3.45,20453,2283,624,2353,9389,8949,2718
